field_0,dust,type,project,description,installs,links
4133,962,RFP,symon,lightweight system monitor,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=750113
4134,1050,RFP,syncBackup,small GUI for rsync,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=792897
4135,441,RFP,syncterm,SyncTerm is the Synchronet Terminal,5,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=739035
4136,312,RFP,syncthing-gtk,GTK3 & python based GUI for Syncthing,104,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=829561
4137,1254,RFA,syrep,A generic file repository synchronization tool,23,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=780193
4138,1146,O,sysfsutils,interface library to sysfs,3915,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=689879
4139,1828,O,syslinux-themes-[..],collection of boot loaders (theme metapackage),589,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=719550
4140,534,O,sysnews,program to display system news,57,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=856301
4141,2264,O,sysprofile,Modularized system wide shell configuration mechanism,80,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=675784
4142,257,RFP,systemd-coredump[..],Log Python exceptions in the journal via systemd-coredump,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=883255
4143,23,O,systemd-shim,SysVinit shim for systemd,9754,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=832508
4144,2567,O,systune,kernel tuning through the /proc file system,124,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=636734
4145,2726,O,sysv-rc-conf,SysV init runlevel configuration tool for the terminal,4343,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=615551
4146,534,O,sysvbanner,System-V banner clone,923,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=856302
4147,205,RFA,sysvinit,System-V-like init utilities - transitional package,51262,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=811377
4148,541,RFP,szg,Fast command line calculator,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=691383
4149,170,RFA,t38modem,T.38 Fax over IP pseudo modem,37,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891500
4150,521,RFP,ta-lib,common functions for the technical analysis of financial[..],1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=437177
4151,1280,O,tabble,program launcher with tabs for X,11,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=778221
4152,184,RFP,tablator,Universal table translator for astronomy,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=843717
4153,604,RFP,tablesnap,Backup utility for the Cassandra database,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=795869
4154,1310,RFP,tabula,a tool for liberating data tables locked inside PDF files,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=774946
4155,1310,RFP,tabula,Tabula is a tool for liberating data tables locked insid[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=757810
4156,480,RFP,tabview,curses command-line CSV and list (tabular data) viewer,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=811294
4157,691,O,tacacs+,TACACS+ authentication daemon,82,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=838701
4158,764,O,tagainijisho,Japanese dictionary and learning assistant,125,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=830766
4159,823,O,tagcoll2,commandline tool to perform operations on tagged collections,307,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=813213
4160,1479,RFP,taginfo,convenience wrapper for taglib,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=707015
4161,1353,RFP,taglist-maven-plugin,Maven Plugin generates a report on various tags in code,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=721129
4162,1660,RFP,tagsistant,Tagsistant is a tool to organize files in a semantic way[..],3,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=736933
4163,681,O,tamil-gtk2im,Tamil input method for GTK-2,22,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=839663
4164,733,RFP,tamperdata,Iceweasel/Firefox extension for tracking and modifying H[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=585594
4165,757,O,tangerine-icon-theme,Tangerine Icon theme,546,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=824691
4166,1613,RFP,tano,open-source cross-platform IP TV player,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=737010
4167,1555,O,tapecalc,a full-screen tape editor that lets the user edit a calc[..],33,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=747967
4168,1481,RFP,tapeutape,a lightweight MIDI-controllable audio sampler under GNU [..],6,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=695164
4169,280,RFP,tapsh,Table Access Protocol Shell for Virtual Observatory,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=832891
4170,962,RFP,tapsim,Atom probe experiment simulator,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=739080
4171,605,RFP,target-isns,iSNS client for the Linux LIO iSCSI target,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=799062
4172,537,RFP,tarix,Indexing utility for tar archives,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=725712
4173,842,RFP,tarsnap,encrypted snapshotting remote backups,67,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=799214
4174,820,RFP,taskboard,A Kanban-inspired app for keeping track of things that n[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=824565
4175,118,RFP,taskwarrior-web,A web interface for the Taskwarrior todo application,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=719315
4176,1613,RFP,tatort-dl,an ARD-mediathek download utility,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=689819
4177,514,RFP,taudem,Terrain Analysis Using Digital Elevation Models,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=680565
4178,1020,RFP,tbe,The Butterfly Effect is a physics-based puzzle game like[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=803475
4179,562,RFP,tboot,Trusted Boot VMM module that uses Intel Trusted Execution,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=803180
4180,1040,O,tclx8.4,Extended Tcl (TclX) - shared library,374,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=738905
4181,617,O,tcm,Toolkit for Conceptual Modeling (TCM),95,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=847248
4182,502,RFP,tcp-over-dns,TCP tunnel through the standard DNS protocol,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=647505
4183,189,O,tcpdf,PHP class for generating PDF files on-the-fly,12665,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=889731
4184,373,RFP,tcpproxy,a simple tcp connection proxy that supports ipv6,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=871421
4185,2227,O,tcpser,emulate a Hayes compatible modem,16,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=681045
4186,168,O,tcpslice,extract pieces of and/or glue together tcpdump files,57,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891764
4187,606,O,tcpspy,Incoming and Outgoing TCP/IP connections logger,89,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=654322
4188,2251,O,tdfsb,3D filesystem browser,146,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=677783
4189,1522,RFP,te4,a roguelike game,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=658459
4190,1522,RFP,te4,a roguelike game,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=748193
4191,647,RFP,teampass,WEB based password manager,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=730180
4192,659,RFP,teamviewer,"free for non-comertial use, remote support, remote acces[..]",9036,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841958
4193,498,RFP,teapot,"Table Editor And Planner, Or: Teapot!",2,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=594507
4194,596,RFA,teg,Turn based strategy game,169,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=849480
4195,661,O,tegaki-pygtk,GTK+ widget Python model for Tegaki,70,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841810
4196,661,O,tegaki-python,core Python module of Tegaki,70,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841814
4197,661,O,tegaki-recognize,handwriting recognition application,38,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841816
4198,661,O,tegaki-tools,command-line tools for Tegaki,11,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841811
4199,661,O,tegaki-train,train tegaki with your own handwriting,15,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841813
4200,661,O,tegaki-zinnia-ja[..],Japanese handwriting model for Zinnia,1389,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841819
4201,661,O,tegaki-zinnia-si[..],Simplified Chinese handwriting model for Zinnia,24,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841818
4202,977,RFP,tei,XML schema of the Text Encoding Initiative,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=618579
4203,176,RFP,teiler,Little script for screenshots and screencasts utilizing [..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=842977
4204,217,RFP,telegraf,plugin-driven server agent for reporting metrics into In[..],617,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=793749
4205,262,RFP,telegram-purple,Adds support for Telegram to libpurple,44,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=833793
4206,1479,RFP,telemeta,open web audio CMS,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=717961
4207,730,RFP,telepathy-gabble[..],Jabber/XMPP connection manager (legacy branch),1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=782448
4208,180,RFP,telify,"Firefox / Iceweasel plugin, makes all phone numbers on a[..]",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=816895
4209,407,RFP,telldus-core,Utilities and driver to control NEXA and other RF remote[..],31,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=544982
4210,1022,RFP,tellduscenter,Graphical program to control NEXA and other RF remote re[..],16,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=618493
4211,66,RFP,tendermint-go-data,JSON and binary serialization library for data structures,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=856972
4212,297,RFP,tensorflow,Library for numerical,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=804612
4213,431,O,tercpp,Translation Error Rate scoring tool - development files,5,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=864587
4214,901,RFP,terminal-quest,Introduction to terminal commands in the style of a text[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815948
4215,561,RFA,terminatorx,realtime audio synthesizer,257,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=853284
4216,178,RFP,termite,"A keyboard-centric VTE-based terminal, aimed at use with[..]",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=890719
4217,472,RFP,terraform,tool for managing cloud infrastructure,2,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=808940
4218,534,O,teseq,utility for rendering terminal typescripts human-readable,17,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=856303
4219,1553,O,tess,regression testing system for the S-Lang scripting language,3,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=748268
4220,962,RFP,testdrive,run the daily Ubuntu ISO in a virtual machine,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=718365
4221,108,RFP,testinfra,server state testing framework based on pytest,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=897192
4222,3108,RFA,tetradraw,ANSI drawing and viewing utility,48,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=569076
4223,637,O,texi2html,Convert Texinfo files to HTML,1885,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=698081
4224,211,RFP,textadept,"fast, minimalist, extensible, cross-platform text editor",3,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=887416
4225,787,RFP,texttop [1] [2],A fully interactive X Linux desktop rendered in TTY and[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=826775 https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=826845
4226,1353,RFP,tg,Command-line interface for Telegram,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=771590
4227,1824,RFP,the-powder-toy,"A physics sandbox game similar to the classic, ""Falling [..]",5,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=671595
4228,263,RFP,theano-blocks,deep learning framework built on top of Theano,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=835865
4229,1253,RFP,theli,THELI is a powerful and easy-to-use package for astronom[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=780303
4230,1426,RFP,thinkcspy2,free Python book for beginning programmers,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=479553
4231,1270,RFP,thrive,evolution simulation game,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=778938
4232,1381,RFP,thttpgpd,tiny/turbo HTTP server with OpenPGP features,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=767956
4233,962,RFP,thunar-shares-plugin,samba usershare support for thunar filemanager (XFCE),0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=732978
4234,566,RFP,thunar-shares-plugin,samba usershare support for thunar filemanager (XFCE),0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=672539
4235,1376,O,ticker,configurable text scroller,34,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=768528
4236,524,RFA,tightvnc,virtual network computing server software,8952,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=586413
4237,2979,RFA,tightvnc-java,TightVNC java applet and command line program,360,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=586415
4238,38,RFP,tile-tabs-we,Take tabs from parent windows and arrange them in layout[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=903230
4239,177,RFP,tilemill,map design studio,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=644767
4240,1659,RFP,time-tracker,time tracking for impatient and lazy command line lovers,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=737028
4241,1754,RFP,timebrowse,NILFS Snapshot Manager/Windows VSS like Nautilus extension,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=650196
4242,962,RFP,timelib,A short wrapper around PHP's internal DateTime ext,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=719343
4243,454,RFP,timeline-thetime[..],An application to show events on a timeline,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=823141
4244,962,RFP,timeside,open web audio processing framework,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=740783
4245,679,RFP,tinkerer,blogging engine/static website generator powered by Sphinx,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=664760
